	per0	per1	per2	per3	per4	per5	per6	per7	per8	per9	per10	per11	per12	per13	per14	per15	per16	per17	per18	per19	per20	per21	per22	per23	per24	per25	per26	per27	per28	per29	per30	per31	per32	per33	per34	per35	per36	per37	per38	per39	per40	per41	per42	per43	per44	per45	per46	per47	per48	per49	per50	per51	per52	per53	per54	per55	per56	per57	per58	per59	per60	per61	per62	per63	per64	per65	per66	per67	per68	per69	per70	per71	per72	per73	per74	per75	per76	per77	per78	per79	per80	per81	per82	per83	per84	per85	per86	per87	per88	per89	per90	per91	per92	per93	per94	per95	per96	per97	per98	per99
var25	2.08341861212758	2.0696379914660064	2.01013026889691	2.0546265461621416	2.0108861150059574	2.042773931626848	2.123049561199908	2.1370777596475063	2.0411389401217415	2.098952639584132	2.1028191466671697	2.0841255048558005	2.0151847358698713	2.15344993796659	2.076172866151581	2.0946768806399523	2.138851610364096	2.079475938852073	2.1202157757773143	2.1591790292806	2.2106058366489982	2.1707480900567844	2.0665386461686133	2.0472752750051	2.111598686198118	2.033111193784911	2.169807476775975	2.0110477107092946	2.1273733077349	2.1050429229366605	2.1020664926328205	2.0578064725221505	2.027304866111236	2.010987784669176	2.147561607811491	2.0616883658986227	2.117997971827772	2.134216649029125	2.0188928262570025	2.0641652868807756	2.0132935248095882	2.169074143811112	2.079840861278032	2.011172087095979	2.069237784333571	2.0572219020947085	2.1145186349489435	2.000225382854787	2.039315683446468	2.090282982627646	2.0184876619177397	2.017263484955697	2.038529551797516	2.085891283313198	2.0138347949879845	2.097262992682051	2.1312389764224773	2.0575603445371518	2.0308772168721996	2.0615270250818054	2.1170474327891413	2.1062343783318247	2.165492527332203	2.1155873668222056	2.29667291310341	2.083590538303453	2.1897141721016533	2.1009986219261667	2.1261967005635225	2.023145332035422	2.06886386694787	2.2588396009550706	2.1069506029175993	2.0608019199513494	2.018620684974104	2.005435989369662	2.0118166667362556	2.003820474642056	2.063141848315267	2.0153655688802146	2.082811394233927	2.104613709927858	2.04942594974064	2.0472167186187606	2.0987506989286637	2.0132012474174608	2.013665626358222	2.1392831322057604	2.0968134571875807	2.1288136915979234	2.0322852666589086	2.0493148503116934	2.032661356868933	2.0504073060683528	2.134858941776284	2.0694556521042737	2.109816044004281	2.05550202050077	2.111561504974124	2.0500447002023696
var26	2.0711364187469026	2.0971645315866168	2.0925524309592247	2.0768271030495926	2.047677774113064	2.1249171121213326	2.1962446708570713	2.127967795844637	2.059932224359976	2.020219009620527	2.0078978293000493	2.0324280378648765	2.252453126639037	2.105953450143518	2.169099386865808	2.1741140165587454	2.110229264194615	2.020821142907766	2.0784026967583733	2.0180207786229	2.075200864537515	2.1412363733970445	2.19481294947286	2.1605438064010927	2.125058656354777	2.086620635729179	2.0588997037693133	2.215063457904755	2.0486833165268092	2.0173386679858845	2.016945960359684	2.1359566725234966	2.079100057659717	2.1195143785834523	2.099020853866458	2.0917745686727547	2.0751621646696186	2.1529794216207727	2.152967176691979	2.082154431801539	2.057752220696079	2.0579895423453043	2.1500633335433252	2.032413762445367	2.0078196581961216	2.0192601578979157	2.027976876507612	2.062908538766871	2.034165313423074	2.2099600623067266	2.2152546708398484	2.0369087504995123	2.1253115229473156	2.0274325433411446	2.0400916409457226	2.016041939868112	2.0245537757208765	2.07943965055643	2.0222524796622636	2.053675502877259	2.0313925660511494	2.0761888493887763	2.2396921972052874	2.0136801785080922	2.0105637303329065	2.039892306088996	2.0264208859986828	2.039911448263471	2.043637481724853	2.1258087053755963	2.199697650342533	2.0927804484473915	2.0291375285951676	2.0591112428030307	2.1414932841169	2.1108799452479303	2.041699719772507	2.115189214603827	2.038229799155949	2.097565814709206	2.0359563723383793	2.0649365176539707	2.0686482813087377	2.0772281568294915	2.107953227171215	2.0262066177136746	2.1867631637859812	2.065234228042005	2.0043735278586685	2.006119040928186	2.127356449446878	2.091254813211828	2.0845998978096074	2.000201494673734	2.095946024298944	2.0321584075893093	2.0158540959557323	2.0439872501992795	2.0462838141871043	2.125598209315545
var27	2.0297331093540767	2.0537680347513785	2.144962189749238	2.157896222213352	2.126044718225018	2.1444391130686036	2.005636907442007	2.179385606702415	2.0321522463652704	2.27602770842921	2.001603380060127	2.1893767150274392	2.196026321883689	2.1788620372604006	2.0488606906357467	2.1513153009159383	2.103852365507049	2.05091969618549	2.070842549311503	2.0136233765647447	2.0488155349656902	2.03300176115808	2.1332193747382786	2.113478525250003	2.0404912933297497	2.0543113551735384	2.0319156565934913	2.144401102370611	2.1451955160873384	2.0617044429429225	2.075138894463193	2.0957393269498574	2.0680466558210773	2.0057669637018787	2.06733434187643	2.086564970422281	2.006982289235072	2.1703265163482044	2.0108866977687923	2.0740924842524495	2.060457137491939	2.0383191255367583	2.0493271309744387	2.0781435012876366	2.101028624426001	2.034686387709074	2.186630517495723	2.0261908442377026	2.075515912971357	2.052204385607011	2.0188313664268156	2.1195551640603076	2.0217749556294837	2.1402236261510117	2.0896693868272025	2.0951732034044146	2.183566126428532	2.1698931031751814	2.0428057080345616	2.0092254321019127	2.026905022755407	2.0763366734810162	2.018510911216528	2.0226824650152806	2.0052040963810285	2.1524810106093257	2.0232865553991894	2.1564660766909585	2.1687090974423766	2.110288739819278	2.060146841472536	2.1279119661863777	2.1046160169312094	2.0063549240338605	2.003471351823399	2.0517723143947375	2.0171560006981326	2.076671312880944	2.1318765381452183	2.0200277745648187	2.1538733648995576	2.0911522676466068	2.083015168158422	2.0483899955534017	2.050746231809244	2.123819621711364	2.0649700452836655	2.023835821562926	2.0353574255164353	2.0402492645809245	2.0681446808798314	2.053995959901161	2.0833034359099596	2.1160975174543957	2.0365181524057463	2.0170022144441426	2.209034633207872	2.034361845723427	2.0817295760515595	2.063131852774512
var28	2.0630911581643883	2.0093543251545376	2.007701669279918	2.1819107963518842	2.0005011859040986	2.12284364673614	2.0281559420978286	2.061190557184293	2.0974698280900705	2.0944591275614717	2.178414033486807	2.2047881166050702	2.0488724009181736	2.0129341858432968	2.1205452846668	2.0486117927574217	2.088689961302223	2.149119414298962	2.047300130748042	2.0726794314970807	2.12156509015092	2.0609767188019976	2.0565100028294774	2.072310787435363	2.0387269996609763	2.191564098271825	2.3735864392261004	2.0175523464986247	2.0443623413099474	2.0621994243272925	2.0251625068248402	2.1046768835832137	2.0328436990227594	2.2177646299023728	2.0525515378164605	2.0101948114266044	2.029363930156855	2.054255126852671	2.0552400692002495	2.0095221867874424	2.0058970071442936	2.049980330291065	2.1172014846935028	2.035895262733316	2.1501272029589296	2.072365942194016	2.029576924507573	2.0070670507391606	2.115991356189729	2.1713523000724058	2.1760615772023146	2.1092569841505	2.1866946457528615	2.1046115825396217	2.020939477903555	2.0941214897906213	2.0631209483349413	2.0888456349000655	2.063485885587922	2.0036095029732244	2.0575241289429873	2.0634422155685495	2.0123433751517137	2.009682413550819	2.066878521546103	2.006321659308333	2.0870074491044286	2.146565936851377	2.1091767919117212	2.123920281077853	2.110894488726813	2.0805299486462157	2.158487666937069	2.0970619247756206	2.1161978042350613	2.037482344446916	2.045562839750449	2.0527776101431545	2.140787959251755	2.0133878847649926	2.0915993948883917	2.036287603178583	2.213057942098607	2.0055666254758444	2.029175965083019	2.171637518274271	2.0086640656898562	2.0050208608696156	2.0010118316852155	2.053362372994118	2.0310174616088403	2.046143416840306	2.0236982512127657	2.072382606742429	2.1266709730133306	2.056592774095998	2.030297865920264	2.1357328826144633	2.0638062750217796	2.0909416493056407
var29	2.0187552624823666	2.0137499915359935	2.096310283379382	2.0950700702624396	2.0115027282187654	2.001630312593982	2.11308323756337	2.015380349088122	2.0373980739217408	2.0503974878009856	2.0905486023904065	2.077181593369013	2.0997349926047475	2.1092727206064015	2.0108569561282144	2.155801896747276	2.014635164353483	2.259573165051959	2.1091958647231377	2.0718780811924846	2.093827972258961	2.0172722606334785	2.017694441632818	2.087976099069922	2.0065583120030266	2.095841146026139	2.0967806393753032	2.0064370252224517	2.135355077545112	2.068247579905681	2.1154883311075303	2.00389606474158	2.0535101124550814	2.1338873712945388	2.080306059037974	2.0738121352811816	2.110848887528414	2.133942328030729	2.205168234378274	2.132244422368485	2.066816190013784	2.1111970299533165	2.015559817803158	2.192578205932005	2.188582675894472	2.055653813324469	2.022613852786513	2.0492208987979352	2.0257950628159103	2.1390804203435008	2.000334170797082	2.0148413887040197	2.089684160361528	2.030494628425563	2.0546103844319465	2.0495983632841472	2.1243525496672726	2.0222229099429825	2.0505834311781035	2.0355165924166796	2.1580716087529965	2.1315297882125854	2.085528213075355	2.1233202909290685	2.0892494585960426	2.0395226591964817	2.1840741012962988	2.1902028659223776	2.045194936044731	2.0862552825409972	2.0539586840944017	2.0428076141709495	2.185507175797661	2.0871570362658725	2.0585936266921427	2.0856345130007763	2.108747882971933	2.0883811308302436	2.0161422746467084	2.020687753032643	2.117382403436056	2.0251295040521837	2.036087449831931	2.0546141471944357	2.085268250765126	2.0836178583064666	2.0740292472789585	2.03965468299151	2.0449114955236354	2.001658712315376	2.1061199252201215	2.1875541279385144	2.000365170594378	2.010166362999931	2.1344837977801574	2.067609505511544	2.0725734912925406	2.0694061121543044	2.014125012866765	2.0308957963760967
var30	2.0914731791025365	2.044337399604569	2.011021756756937	2.0785766320675663	2.1438470810939574	2.074991310687241	2.1139521620106834	2.0937147124622806	2.202666228540569	2.010750191877892	2.120965753022338	2.057247118885073	2.0574560108122375	2.1706643178931455	2.075229693591317	2.0355292285434685	2.1261944381853746	2.004877874202051	2.039508042338869	2.0330837581937997	2.017188800907441	2.1891348511768016	2.1186495426490737	2.0596097295170956	2.065060473620184	2.0087768466782663	2.0057050675652537	2.0003790922420923	2.154151634760101	2.012696238664011	2.054991499768674	2.0292641708457686	2.0376841581874037	2.1337276560981957	2.0525394373123147	2.1160843183299884	2.0066449670249367	2.173079112221859	2.0448752616512222	2.066924560762759	2.032483325555366	2.071901121848015	2.019423874803255	2.118641606079472	2.129887739943511	2.0552271226363747	2.206886939817078	2.1227988347950824	2.077106987963921	2.1248402493659064	2.0388581033194884	2.0974209172647655	2.0083294129031883	2.2802829733181262	2.0625169902403506	2.2329770674360514	2.0619017143276475	2.053341098171557	2.005795424682073	2.193425881152571	2.042345871609583	2.036642251328182	2.0109878839902837	2.035865745706392	2.059046710632797	2.008153696311998	2.015144081256147	2.010480857438333	2.0069173185169666	2.1100016546828932	2.1010560747859244	2.1332559973197265	2.0643042484585763	2.149138556503699	2.035092999453682	2.06685174641742	2.092665129664644	2.0968982555295117	2.007421244919827	2.00737872594134	2.0952188539895142	2.0163099311498076	2.0367656973262953	2.0440104769515743	2.03163994254034	2.1366337840157397	2.070835069219614	2.104136345463301	2.108236468136854	2.112700912715983	2.029636042303905	2.029369751701431	2.1993704277170165	2.0697726089318627	2.0242158533331716	2.0078410377390714	2.0531239903336	2.2263180216051266	2.1589696027719865	2.0507676699146993
var31	2.1769826258873786	2.06431391520006	2.1562857701456415	2.0625499473636273	2.0663747042274805	2.0218508367475696	2.1690094066019894	2.0965179004062087	2.0213719002396684	2.1040633205112593	2.0884802365962014	2.0846760978205685	2.0174483336713873	2.0981300995668724	2.115309713105448	2.124913385317773	2.0743493090847025	2.093186132014549	2.0232130543328624	2.064003449270367	2.1859778603884346	2.1234945605430626	2.0299118832781278	2.091768425401862	2.068947172467569	2.027511744056759	2.1095196907436167	2.058316110603827	2.045582538562185	2.1244207355485623	2.094176571590121	2.009924294972678	2.0405104363438746	2.0436587737150402	2.1129456073277995	2.1707374990278163	2.024796566702395	2.03934192860159	2.0460639861770353	2.1202050957376493	2.0887441269089977	2.0694195816731886	2.0889316775326496	2.11149280235976	2.0121063967083916	2.1109372283866716	2.2144741799639416	2.043416249151018	2.063583697666081	2.009573489744104	2.0315375859457734	2.111248521944209	2.217787118521504	2.2041486934938384	2.0398244922838376	2.0278107422571314	2.047155760402094	2.111373627815131	2.2081733875557044	2.0642111059770385	2.0106904455036805	2.051953337832354	2.100356384492512	2.053972460581621	2.1630336854080663	2.044356224964503	2.0140393054920662	2.102231375845552	2.103244070639139	2.0047608347996912	2.098633251158646	2.027101840337003	2.049406173884405	2.2131506041366658	2.0961145946330304	2.0821825196194874	2.0160899163900137	2.005241748445492	2.0092905747097487	2.044942398999873	2.153111104504831	2.1556257384632236	2.066622119786758	2.0819024435669142	2.0829782525992524	2.0379773020164147	2.091212767563662	2.034463191394315	2.043406421853258	2.0452396240618267	2.057800147927301	2.1816930546103657	2.063414412781013	2.024924610439584	2.0001262255021675	2.0579335055423558	2.002933846562935	2.112013241676129	2.007501670115486	2.062535665686041
var32	2.1365129398764244	2.128011409213082	2.121708564764408	2.0694601659473797	2.0851295604751376	2.1258923664090172	2.053394738372887	2.084505785154381	2.035104249493482	2.0016878370750413	2.011470926873788	2.070968942481533	2.1374792539236007	2.1697526172267447	2.043437492350466	2.094247594107646	2.1274732038901556	2.0631619885118733	2.0896736080434715	2.12630590955343	2.1318055530973252	2.0522508208846877	2.030480769621572	2.0834422217332524	2.0876685851206154	2.015712670038597	2.1784583275642344	2.0185423562196307	2.2019665103452484	2.0581529438683175	2.006461050643712	2.055239140068276	2.0630159604291536	2.0323280424121917	2.056003903094581	2.281112763175921	2.010957170067736	2.1181206665832466	2.1823919077446687	2.0781237576856024	2.113853127350509	2.195873256837559	2.0179081327775505	2.0756985046315055	2.118937624531195	2.1661534321709497	2.0965697345766627	2.085490463553549	2.101764180958308	2.053134494147895	2.0174448345804312	2.0720551316160556	2.0076160683964956	2.1411724841898376	2.1388543574133285	2.0692842674727494	2.115536854979469	2.0639266287709943	2.076862989289642	2.0141162036172533	2.0472802322997805	2.1770589947933137	2.145106521749061	2.1339662787829323	2.2719493170530964	2.008801333224285	2.0873013660419364	2.0090661938948453	2.0890422249629585	2.0872813052397796	2.099135312927387	2.0290421589568455	2.0421933915393415	2.056854624724512	2.092650041544135	2.023022215089367	2.023437324013302	2.0489161275211365	2.242563414100085	2.1377355218152996	2.048247552794253	2.1126370564700547	2.0012411217347226	2.0305990519686987	2.213547885891177	2.1065531426699535	2.0983831910856745	2.0420581636925896	2.131653815227751	2.057294914102653	2.1401057336797877	2.0001173373329784	2.2598863214354523	2.078543626147485	2.0220773435346326	2.189481624307653	2.011226220170053	2.112378359498057	2.0017911115167566	2.2636192854817145
var33	2.023063454607784	2.1034265823196767	2.1946774200576096	2.175313626261615	2.114930734018081	2.0203523133678805	2.0911818399892113	2.157693568726006	2.1284477251693	2.1061967652103393	2.0429251173372704	2.0478382620334385	2.0817151415308572	2.0196994743965293	2.1136706062478767	2.0518331370783667	2.0933195119874033	2.0679938003487046	2.0317423857536547	2.052817553239318	2.070900426016254	2.087305010904707	2.2914347744436663	2.032727489361133	2.0817363320418614	2.1707622487219256	2.0354838194642495	2.0843114768299227	2.03330792493735	2.028319540019058	2.2208739194778246	2.0046233298144696	2.02214001696065	2.0971803180571	2.2125844079690986	2.0484657684490153	2.072589825708586	2.023095784623832	2.020879521384111	2.154690581013741	2.112421791558734	2.2340610579479363	2.115681095385114	2.106385646059331	2.0898259209077223	2.129063264075342	2.0946675542075894	2.0556941462982965	2.126598140311364	2.0005094554536527	2.0085301896941568	2.175488133035687	2.029155088196968	2.147976452006214	2.325298166779576	2.007831132254038	2.0079253423838073	2.052084857584278	2.0638248783581825	2.001180470113433	2.0850071611002825	2.2260521438094742	2.03579860870995	2.110015683217771	2.10550364195325	2.111564885358039	2.0115381288636973	2.1270185606283203	2.09865979612932	2.119912359537163	2.2052086217498537	2.0801440519516605	2.009120321846437	2.0168728882726397	2.0060908600175678	2.1118845027358923	2.00616843920095	2.1236991451383807	2.019930982649149	2.078682646345432	2.0115451437495384	2.028199499259646	2.1226518101534477	2.1040753503832255	2.179467758990421	2.234557331642307	2.060195612238836	2.0354985338315768	2.0374489736361667	2.0730390967360646	2.0385731896094943	2.0164256476709497	2.2806107842227172	2.1737122104180995	2.036137070216015	2.1536516328736064	2.1951106481542335	2.1157595297190657	2.0250608141646547	2.0296653068486075
var34	2.0158739994879156	2.0289767459626438	2.2007140095358144	2.0521706550990677	2.038330177793004	2.0298412252455664	2.002235147656175	2.0493751203228046	2.0032904262028817	2.014547385792996	2.064453482574841	2.101518724165537	2.0287030763181937	2.0599675049851567	2.014507079872159	2.031687304682402	2.010629192147401	2.00735256517389	2.00988806655272	2.148335552975363	2.200563892811018	2.142616052260058	2.0016286253500897	2.072668430116898	2.0339747754485207	2.125380200769663	2.0782012817720887	2.040565373328131	2.07979874627233	2.14232253497222	2.07371271076561	2.0313001775828075	2.003543789054034	2.174460875501011	2.1241764966367347	2.091682231230608	2.0566986194308656	2.13121659902038	2.092057242130619	2.153691846100374	2.015342777946367	2.0795086226583983	2.007199045145856	2.14752947349466	2.040210925778302	2.144265214649816	2.112110427973013	2.050340359317706	2.167420931142146	2.029424380773136	2.107862326745878	2.0517723289080037	2.009407929354971	2.008323429956154	2.098210010289515	2.04216362774124	2.1394287484027035	2.021276996434739	2.0245407042204526	2.058580263763985	2.257270632566947	2.099767292743414	2.034086662214841	2.0454813658608093	2.015226794134127	2.10293229173947	2.0969247161930986	2.0075938109917595	2.015337366569591	2.1602443774587856	2.0495419785543136	2.2649766286428235	2.0873058674207794	2.089337735340255	2.0456194828629766	2.0691257092553195	2.1428474429333555	2.0911269348745973	2.0643377919051003	2.0988749689581727	2.0348338696841233	2.1421514276099103	2.066926789682268	2.1278811193575473	2.0295090819745245	2.1557308020539083	2.0547962132006585	2.0153198014264238	2.0310423760508782	2.0034194007638875	2.091522776877092	2.0981316737085995	2.1566620405641017	2.1569178801324487	2.207251224499609	2.0983638803198774	2.1011205004667044	2.056523567322461	2.04728199867456	2.004857032360199
var35	2.0520817138248577	2.151511407852441	2.1051018990071597	2.145224827548099	2.0301365712970805	2.11001712349121	2.1546794918701115	2.083224712631299	2.0132641030073977	2.037243747562566	2.1141220927670945	2.001529005025157	2.138514051828701	2.0589039152195685	2.2626300027040656	2.040934589174966	2.0147643498802843	2.0924759647317748	2.000263706281447	2.025078787851098	2.234790351488216	2.1133956923181816	2.092310073920738	2.2458591052086083	2.251150233108246	2.0274873978180614	2.10663892301286	2.0483206439916652	2.019078641489322	2.0805479875796387	2.053429600446227	2.0318140395537156	2.046242600956069	2.1230823833161185	2.1559753481828356	2.1137036017206103	2.040569980178744	2.1254459184252465	2.0862072113447314	2.1427787933908307	2.150443875929354	2.006768493754653	2.004164286183984	2.1668602100839927	2.141733542592695	2.2198461117641943	2.072123194017076	2.046250365939123	2.0348520968359773	2.2022901609341092	2.0899395781343184	2.071318821153135	2.0559110104268976	2.0852668649550163	2.055450442291514	2.016632452479794	2.000082437701313	2.151164061009019	2.015165659245133	2.0510190438669014	2.014166995479902	2.0465115324769543	2.061267574295566	2.1081054836230297	2.1866851627046633	2.0335079915884395	2.2215804143342304	2.184290664726077	2.034569774906054	2.0996007336497002	2.0854175388184304	2.0156301586356142	2.0443398039423126	2.058266940869069	2.0146420964075085	2.1504803814489364	2.1466438718269467	2.0619984754253586	2.022403407278547	2.1223586168072903	2.0004351374945237	2.021920414349893	2.2014709982076357	2.010717813864541	2.0074698878982993	2.0751890510500304	2.0246179690325934	2.069572465350599	2.091895584561483	2.1409987017854264	2.0958946290959264	2.062408376633406	2.0436781529466055	2.1056619337253197	2.0015231897204018	2.006141288248253	2.041598577971075	2.0194254429219423	2.128666091055231	2.0322793583922247
var36	2.01455196172991	2.0274749355464285	2.103047166801497	2.102357639515568	2.05872918186108	2.1512559259559607	2.052642611315146	2.150425931718685	2.0951328143420986	2.097194989966699	2.004358708056176	2.0869483298709564	2.003404464968679	2.0465476353865255	2.1549320056707457	2.000512118052309	2.043027617319489	2.0184547293765163	2.150479856289182	2.0263378735315625	2.0650453241095637	2.033025929349848	2.1475729229267557	2.121179140493577	2.1184300240188905	2.1391925333248776	2.000511069865011	2.0410415946385374	2.0270810105479447	2.0437395893679877	2.1750945918178326	2.0768870891862576	2.0277565520697123	2.0105778227780142	2.039859157174271	2.1332949270793966	2.019386957765631	2.0060618534899497	2.053522546972075	2.0134324552874223	2.0239293263276896	2.0314898715502143	2.084020306337706	2.0589821438901197	2.0483647465287125	2.005300545544149	2.019610797304649	2.0546877581317013	2.0655856751964046	2.059275539068458	2.0997706134258296	2.0386287463890675	2.253953351472476	2.0036805812205087	2.1127363698973527	2.0559259693599685	2.0569344879596367	2.055545571171482	2.2274571789719766	2.160486816337194	2.1095819574278454	2.0437638858363285	2.0326122922025642	2.0510021762330792	2.058146845556414	2.004905101406707	2.0272739374663615	2.029871844029376	2.0881143794592436	2.080704683156239	2.07053510218324	2.0464507249639268	2.0962113706512504	2.054175398833677	2.189002423753931	2.080658377534414	2.158256841938108	2.1682332977377934	2.0334951488085387	2.2114788554090214	2.0632533250480107	2.0238928113992327	2.0290054578460603	2.038274878334408	2.0145094329088677	2.1028785774519303	2.1101814267270447	2.095045717650176	2.1568986062020126	2.0685308826919897	2.037152755906651	2.085046767418288	2.038033745735815	2.092234401976384	2.0382387079743363	2.0416152760442903	2.110781119685326	2.0104561183190657	2.0861449981956333	2.0439792420623264
var37	2.024695923165843	2.047048640470564	2.0916542129714393	2.092998606889925	2.115378694456521	2.0330601399206567	2.114059184431262	2.1283736689737425	2.0523271052785415	2.025899711599598	2.034002708734488	2.0749933456563303	2.043350133935716	2.0663952348969348	2.092539214224916	2.0700984389026935	2.1113453989036755	2.1303178566537166	2.0780300860905565	2.2124490416908067	2.052409200411959	2.0552444792070013	2.0094907623038196	2.0389844914571005	2.0192434528939764	2.105986558926907	2.0219517919143817	2.0281523744770307	2.08673314613728	2.095269331905498	2.1678001225082006	2.0515423289955357	2.0150285708091342	2.073803996431225	2.0393669963060264	2.0010703162214236	2.05676260568549	2.070854913029594	2.006741605258302	2.006399953158212	2.026904503924463	2.101641619130926	2.0396910407983246	2.007833485285055	2.0451375847539497	2.016657775224268	2.162862256395472	2.0221705440648843	2.0215018200841297	2.0201676083267808	2.0374398874311304	2.041798114615095	2.1345577590999207	2.04952651687433	2.02625132881443	2.032027924763641	2.007376025566172	2.1377216465681044	2.0672615453333782	2.141418020709933	2.112322616884471	2.064641059920062	2.0710559161865745	2.107484177612897	2.108403714480848	2.044129849139863	2.021836256082099	2.1678007777585524	2.0886406305587575	2.0131696701325588	2.0705832056755575	2.15339623979394	2.100542142774746	2.0190504494937733	2.107798724834947	2.004668794918346	2.064022853157732	2.0992492292382825	2.1113067098707066	2.0391948193401945	2.0230671590211537	2.075283146826154	2.056897475907822	2.175480141758938	2.0761386649296236	2.06065870986238	2.061446387404004	2.0762599102067023	2.0673170407679047	2.0023736422837057	2.213052711772956	2.060870411016762	2.0278933098000347	2.112905303047805	2.0946256471218128	2.021179012811893	2.1871200083070885	2.0067258949087847	2.218679423973873	2.0115206461873654
var38	2.083769198333502	2.1288229043483637	2.038496894844168	2.0256520895360297	2.0105469070141355	2.0193531186195264	2.0233352764080945	2.1082792020077714	2.0361514995029437	2.080797477678961	2.1853524160457614	2.0040299428483577	2.0373335829937558	2.0390531155607667	2.01389654679162	2.0177792733682365	2.0343839727335733	2.2068722739270683	2.125004346133532	2.0924685261335907	2.072090125942839	2.03553649807274	2.002780076355737	2.015263024077891	2.0135494654030883	2.142303564387879	2.0079834672520547	2.0244863955263632	2.0755762725197213	2.0070417463322	2.076231412865595	2.08842797009689	2.057607017254441	2.1389051200859335	2.158851832678167	2.008176703406976	2.058253968164116	2.097990486917112	2.028332743998644	2.07913710521236	2.0160643784348258	2.0347363571266373	2.1233399787143137	2.0127277942751727	2.007840417778992	2.1849969789636843	2.094757780376759	2.197822884343491	2.1938634326924356	2.0961228177591726	2.0656071082339738	2.021113262937906	2.0125986069509243	2.0318537851377054	2.126044279521017	2.191741480141755	2.065489933814918	2.1938573949535067	2.0188365091097737	2.033447155128305	2.2023430978776157	2.00033390723845	2.0683313537095285	2.0915691821022935	2.091166532794104	2.009552824478264	2.0650612655715364	2.0211794695491583	2.006527558496825	2.0297790119289982	2.06517044534508	2.028368795724551	2.01278293330082	2.044718374410609	2.0548567783216702	2.031993634671808	2.103842618271516	2.0595410398829674	2.0032560603774927	2.060507428336889	2.0087470355780046	2.07455783964623	2.0339725237675914	2.0470259116818172	2.123727692855934	2.0626015706932965	2.052139706112944	2.020486240697758	2.100803357952557	2.1183866999087995	2.2480840919137246	2.148334088010352	2.0640674283028324	2.1113650442860443	2.0706913997070213	2.0507161659126174	2.0951202456220344	2.158794427381124	2.0828703781960956	2.0779630576077404
var39	2.004236539745897	2.053592763696802	2.013688318903146	2.0039968510121033	2.152310698176003	2.107581743960733	2.279549225806048	2.127138252840669	2.0536822832199273	2.1491659116936455	2.103027557747577	2.100009477401513	2.0579542582522734	2.008097694218711	2.0148535151643747	2.0281056821871473	2.1060201781551524	2.2426760730437003	2.1401149767347274	2.0988383020514636	2.1598300227119553	2.031883907683029	2.170280917659569	2.0824905981704482	2.0027133866798597	2.109718133454596	2.1155716453432367	2.101081058103178	2.219688815610133	2.0836171431821566	2.004298571088187	2.2444218593194245	2.340423057087999	2.101309362742294	2.1752682053600525	2.0413950159647363	2.132273306337532	2.0505855411549843	2.043293787809771	2.070177182627038	2.0186429089004965	2.042888754905307	2.069608873877724	2.220206326645291	2.1915423540554646	2.0834767357546826	2.1950202942048223	2.108785745605154	2.178625249984507	2.136414955644069	2.1229286495584105	2.017214863270021	2.0476283764158625	2.097046074754755	2.1568670521340603	2.008862506470983	2.057890018164232	2.022025190345658	2.1714006461088893	2.114300187758709	2.26034233214234	2.119200698089408	2.040356151897952	2.0705570761014784	2.018048047971367	2.001835845885589	2.0516503516054128	2.1734731627044552	2.2778216914316047	2.087193690607223	2.0627910005524868	2.1479630348391403	2.0113911732120915	2.081617951877919	2.0487213696499573	2.0668415657783323	2.1078739482311275	2.0183353749598942	2.0086981937760293	2.054279831923226	2.06610543759416	2.0133982064737035	2.0102789004923367	2.0230340145937618	2.121901913174799	2.1393401712847067	2.210371063610834	2.1315199566974954	2.0469344575984754	2.108917590243037	2.0668609055017004	2.058675124613274	2.2426197276583184	2.1979883914120313	2.0000304209344355	2.1172731008385086	2.1528571925949724	2.011182284095632	2.070609102654197	2.049724372966189
